OpenCL,16,1000,250,698882300000,138477604000,138453130000,18138000,702216666000
OpenCL,16,1000,500,1359940032000,280811876000,280751627000,46219000,1363030377000
OpenCL,16,1000,1000,1097224326000,161665604000,161551125000,85628000,1100597664000
