OpenMP,16,128,570072000,570072000,3055
OpenMP,16,512,698150000,698150000,3012
OpenMP,16,2048,2615517000,2615517000,4951
OpenMP,16,8192,33521686000,33521686000,35911
OpenMP,16,32768,532152561000,532152561000,535235
OpenMP,32,128,582756000,582756000,3320
OpenMP,32,512,660575000,660575000,3141
OpenMP,32,2048,1702083000,1702083000,4043
OpenMP,32,8192,18777752000,18777752000,21162
OpenMP,32,32768,291602395000,291602395000,294696
OpenMP,64,128,593500000,593500000,2953
OpenMP,64,512,659177000,659177000,3021
OpenMP,64,2048,1217696000,1217696000,3570
OpenMP,64,8192,10311663000,10311663000,12717
OpenMP,64,32768,155922623000,155922623000,159058
OpenMP,128,128,656646000,656646000,3052
OpenMP,128,512,688278000,688278000,3092
OpenMP,128,2048,1045503000,1045503000,3807
OpenMP,128,8192,5929353000,5929353000,8422
OpenMP,128,32768,83345456000,83345456000,86592
OpenMP,256,128,804371000,804371000,3293
OpenMP,256,512,808928000,808928000,3453
OpenMP,256,2048,986585000,986585000,3704
OpenMP,256,8192,3633366000,3633366000,6162
OpenMP,256,32768,45638884000,45638884000,49216
OpenMP,512,128,1140835000,1140835000,3861
OpenMP,512,512,1153135000,1153135000,3795
OpenMP,512,2048,1275287000,1275287000,3924
OpenMP,512,8192,3296789000,3296789000,5999
OpenMP,512,32768,35412452000,35412452000,38827
OpenMP,1024,128,2237790000,2237790000,5294
OpenMP,1024,512,2213301000,2213301000,5444
OpenMP,1024,2048,2420751000,2420751000,5703
OpenMP,1024,8192,4755298000,4755298000,7851
OpenMP,1024,32768,35453926000,35453926000,39295
OpenMP,2048,128,5627466000,5627466000,9415
OpenMP,2048,512,5442957000,5442957000,9243
OpenMP,2048,2048,5703868000,5703868000,9767
OpenMP,2048,8192,8716159000,8716159000,12586
OpenMP,2048,32768,35198877000,35198877000,39729
