OpenCL,16,128,21584000,1983376000,5076
OpenCL,16,512,161493000,2149579000,5187
OpenCL,16,2048,3650586000,5607083000,9018
OpenCL,16,8192,59070039000,60718087000,63800
OpenCL,16,32768,998679322000,1000580095000,1003691
OpenCL,32,128,21507000,1847693000,4866
OpenCL,32,512,158107000,1690216000,4731
OpenCL,32,2048,3848950000,5744897000,8787
OpenCL,32,8192,58786024000,60485165000,63554
OpenCL,32,32768,997742839000,999632380000,1002640
OpenCL,64,128,16980000,1843280000,4772
OpenCL,64,512,80362000,1823722000,4917
OpenCL,64,2048,1469673000,3278793000,6317
OpenCL,64,8192,24780398000,26629864000,29862
OpenCL,64,32768,406866271000,408441888000,411523
OpenCL,128,128,16858000,1811286000,4783
OpenCL,128,512,61170000,1604077000,4635
OpenCL,128,2048,508220000,2297762000,5688
OpenCL,128,8192,12717519000,14558447000,17626
OpenCL,128,32768,207208748000,208742056000,212083
OpenCL,256,128,16705000,1811934000,4738
OpenCL,256,512,45522000,2081964000,5065
OpenCL,256,2048,285536000,2074501000,5185
OpenCL,256,8192,6744573000,8611347000,12023
OpenCL,256,32768,109236659000,111020328000,114073
OpenCL,512,128,16692000,2150749000,5678
OpenCL,512,512,37389000,1697599000,4729
OpenCL,512,2048,167517000,1910320000,4974
OpenCL,512,8192,3493368000,5315519000,8397
OpenCL,512,32768,57026160000,58849516000,62086
OpenCL,1024,128,16219000,1907505000,5028
OpenCL,1024,512,36522000,1868645000,5169
OpenCL,1024,2048,107044000,2066096000,5417
OpenCL,1024,8192,1857323000,4052279000,7044
OpenCL,1024,32768,29763761000,31305546000,34459
